STT,Tên doanh nghiệp,Tên viết tắt,Loại hình doanh nghiệp,Lĩnh vực hoạt động,Vốn điều lệ (VND),Website,Điện thoại,Fax,Địa chỉ trụ sở,Tên người đại diện theo pháp luật,Đơn vị XHTN gần nhất,Kết quả XHTN gần nhất,Ngày hiệu lực
78,BGIC - Công ty TNHH Đầu tư Big Gain,Big Gain,Công ty trách nhiệm hữu hạn,Bất động sản,7.7E+12,0,286256062,2862560616,"Khu TM số S1.A2.01.03, Tầng 01, Tháp S1, Số 23 Phú Thuận, Phường Tân Mỹ, Tp. Hồ Chí Minh, Việt Nam",Lê Văn Dũng,,,
79,BHBC - CTCP NĂNG LƯỢNG BẮC HÀ,BHE CORP,Công ty cổ phần,Sản xuất,3.02219E+11,Không có,2437738405,2437738406,"Thôn Mà Phố, Xã Bản Liền, Tỉnh Lào Cai",Vũ Hiền,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnA-,30/09/2025
80,BHCC - CTCP BÌNH HIỆP,BINH HIEP,Công ty cổ phần,Sản xuất,1E+11,Không có,2523833287,2523833287,"A6-A7 KDC Kênh Bàu, P Xuân An, TP Phan Thiết, tỉnh Bình Thuận",Lý Xuân Hùng,,,
81,BHDC - Công ty cổ phần Huy Dương Group,CTCP Huy Dương Group,Công ty cổ phần,Xây dựng,1.5E+11,không,986810812,0,"Căn hộ 02 nhà H5, khu tập thể Đại học Sư Phạm, phường Dịch Vọng Hậu, quận Cầu Giấy, thành phố Hà Nội, Việt Nam",Lê Hải Ngọc; TRẦN TIẾN NHẬT; Đỗ Trọng Cường,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnBB-,16/07/2024
82,BHGC - CTCP đầu tư và phát triển golf Bình Hải,BINH HAI GOLF,Công ty cổ phần,Bất động sản,9.54E+11,chưa có,903931866,903931866,"THÔN HIỆP HƯNG, XÃ BÌNH HẢI, HUYỆN THĂNG BÌNH, TỈNH QUẢNG NAM",Hoàng Mạnh Quân,,,
83,BHSC - Công ty Cổ phần Hàng tiêu dùng Biên Hòa ( tên cũ: Công ty cổ phần đường Biên Hòa),BHSC,Công ty cổ phần,Sản xuất,3.5778E+12,www.bhs.vn,2513836199,2513836464,"Khu công nghiệp Biên Hòa 1, Phường An Bình, Thành phố Biên Hòa, Tỉnh Đồng Nai, Việt Nam",Đặng Huỳnh Ức My,,,
84,BHVC - CÔNG TY CỔ PHẦN BÁCH HƯNG VƯƠNG,BACH HUNG VUONG,Công ty cổ phần,Bất động sản,2E+11,congtybachhungvuong.com,768655446,768655446,"Tầng 02 - Hado Building - số 02, Hồng Hà, Phường 2, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",Đinh Thị Ngọc Thanh,,,
85,BHYC - Công ty TNHH Dịch vụ và Phát triển Bất Động Sản BHYT,Công ty TNHH Dịch vụ và Phát triển Bất Động Sản BHYT,Công ty trách nhiệm hữu hạn,Bất động sản,2.43E+11,https://eurowindow-holding.com/,024 374 74700,2437474759,"Tầng 16, Số 2 Tôn Thất Tùng, Phường Trụng Tự, Quận Đống Đa, TP Hà Nội, Việt Nam",Nguyễn Thị Kiều Trang,,,
86,BIAC - Công ty cổ phần Đầu tư và phát triển Bất động sản Bình An,Công ty cổ phần Đầu tư và phát triển Bất động sản Bình An,Công ty cổ phần,Bất động sản,5E+11,BinhAnCbondsHNX@gmail.com,932239682,932239682,"9 Nguyễn Khoái, Phường 01, Quận 4, TP.HCM, Việt Nam",,,,
87,BID - Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,BIDV,Công ty cổ phần,Tổ chức tín dụng,7.28007E+13,bidv.com.vn,2422205544,2422200399,"Tháp BIDV, 194 Trần Quang Khải, phường Hoàn Kiếm, Hà Nội",Hoàng Việt Hùng; Phan Đức Tú,,,
88,BIDC - Công ty cổ phần BIDGROUP,BIDC,Công ty cổ phần,Bất động sản,1.6E+12,www.bidgroup.com.vn,2435560316,2435560319,"D2, lô C D11, khu ĐTM Cầu Giấy, p. Dịch Vọng Hậu, q. Cầu Giấy, Hà Nội",,,,
89,BIMC - CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN BIM,BIM LAND,Công ty cổ phần,Bất động sản,3E+12,www.bimland.com,2033845090,2033844498,"Tầng 1, Tòa nhà Green bay, đường Hoàng Quốc Việt, Phường Bãi Cháy, Tỉnh Quảng Ninh, Việt Nam",Đoàn Quốc Huy,,,
90,BITC - Công ty cổ phần Kinh doanh và Đầu tư Bình Dương,ITC,Công ty cổ phần,Bất động sản,6.1838E+11,https://becamexitc.com.vn,942085658,2743576430,"THỬA ĐẤT SỐ 265, TỜ BẢN ĐỒ 41, KHU PHỐ 3A, PHƯỜNG THỚI HÒA, THÀNH PHỐ HỒ CHÍ MINH",,,,
91,BIZC - CÔNG TY CỔ PHẦN KHU CÔNG NGHIỆP THÀNH THÀNH CÔNG,TTC-IZ,Công ty cổ phần,Bất động sản,1.3644E+12,https://ttciz.com.vn,02763 886688,02763 886868,"Khu phố An Hội, Phường An Hòa, Thị xã Trảng Bàng, Tỉnh Tây Ninh",Đặng Hồng Anh,,,
92,BJCC - CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI BRIGHT JUPITER,BRIGHT JUPITER JSC,Công ty cổ phần,Bất động sản,9E+11,không có,2838244965,2838244965,"Tầng 5, Tòa nhà The Landmark, Số 5B Tôn Đức Thắng, P.Bến Nghé, Q.1, Tp.HCM",TRẦN QUYẾT THẮNG,,,
93,BKPC - Công ty cổ phần phần mềm diệt virus BKAV,Bkav Pro,Công ty cổ phần,Lĩnh vực khác,1.2E+11,bkav.com.vn,2437632552,916627653,"Tầng 3 - Tòa nhà HH1, KĐT Yên Hòa, phố Dương Đình Nghệ, Phường Cầu Giấy, TP Hà Nội, Việt Nam",Nguyễn Tử Quảng,,,
94,BMS - Công ty Cổ phần chứng khoán Bảo Minh,BMSC,Công ty cổ phần,Kinh doanh chứng khoán,7.89327E+11,bmsc.com.vn,2873068686,2838247436,"Lầu 3, Tòa nhà PAX SKY, 34A Phạm Ngọc Thạch, P.6, Q.3, Tp.HCM",Phan Tấn Thư,,,
95,BNCC - Công ty cổ phần dịch vụ cáp treo Bà Nà,BANACAB,Công ty cổ phần,"Thương mại, dịch vụ",8.314E+12,banahills.sunworld.vn,2363749888,2363791888,"Thôn An Sơn, xã Bà Nà, Thành phố Đà Nẵng, Việt Nam",Nguyễn Lâm An,Công ty cổ phần Xếp hạng Tín nhiệm Đầu tư Việt Nam (VIS Ratings),BBB+,26/09/2025
96,BNCC - Công ty cổ phần dịch vụ cáp treo Bà Nà,BANACAB,Công ty cổ phần,"Thương mại, dịch vụ",8.314E+12,banahills.sunworld.vn,2363749888,2363791888,"Thôn An Sơn, xã Bà Nà, Thành phố Đà Nẵng, Việt Nam",Nguyễn Lâm An,Công ty cổ phần Xếp hạng Tín nhiệm Đầu tư Việt Nam (VIS Ratings),BBB+,26/09/2025
97,BNPC - Công ty Cổ phần Bất động sản BNP Global,BNPC,Công ty cổ phần,Bất động sản,5E+11,không có,932239682,932239682,"Tầng 3 tòa nhà VietPhone Building, số 127-129 Hoàng Văn Thụ, Phường Phú Nhuận, TP Hồ Chí Minh",Võ Thị Kim Khoa,,,
98,BNTC - Công ty TNHH MTV BOT tỉnh Ninh Thuận,BOT Ninh Thuan,Công ty trách nhiệm hữu hạn,Xây dựng,5.9906E+11,,2862644909,2862644908,"477 - 479 An Dương Vương, Phường 11, Quận 6, TP. Hồ Chí Minh",Huỳnh Thái Hoàng,,,
99,BOOC - CTCP B.O.O NƯỚC THỦ ĐỨC,THU DUC WATER B.O.O CORPORATION,Công ty cổ phần,Sản xuất,5.58E+11,tdw.com.vn,2837224672,2837224683,"479 KHU PHỐ 1 XA LỘ HÀ NỘI, P LINH TRUNG, Q THỦ ĐỨC, TP HỒ CHÍ MINH",,,,
100,BP1C - CÔNG TY CỔ PHẦN TẬP ĐOÀN NHỰA BÌNH THUẬN,BINH THUAN PLASTIC GROUP,Công ty cổ phần,Lĩnh vực khác,1.3E+12,https://www.nhuabinhthuan.com.vn/,981123666,981123666,"Số 121 - 123 Đường Lâm Hạ, Phường Bồ Đề, Thành phố Hà Nội, Việt Nam",Lê Văn Quang,Công ty cổ phần FiinRatings (FiinRatings),BBB-,1/12/2025
101,BPCC - Công ty Cổ phần Năng lượng Bitexco,BITEXCO POWER,Công ty cổ phần,Năng lượng,2.24412E+12,bitexcopower.com.vn,2432242507,2432242507,"Phòng 303, tầng 3, tháp The Manor KĐT Mễ Trì Mỹ Đình, Phường Từ Liêm, TP Hà Nội",,,,
102,BPEC - CTCP Năng lượng Bắc Phương,"BP Energy co., Jsc",Công ty cổ phần,Năng lượng,5E+11,www.bacphuong.com.vn,2913789222,2913789222,"Ấp Cái Cùng, Xã Đông Hải, Tỉnh Cà Mau",Nguyễn Minh Đức,,,
103,BPGC - CTCP Điện gió Bắc Phương,ĐIỆN GIÓ BẮC PHƯƠNG,Công ty cổ phần,Năng lượng,5E+11,không có,984232176,984232176,"Ấp Cái Cùng, Xã Đông Hải, Tỉnh Cà Mau, Việt Nam",Mai Trọng Thịnh; Nguyễn Minh Đức,,,
104,BPSC - Công ty Cổ phần Bất động sản Bcons PS,BCONS PS LAND,Công ty cổ phần,Bất động sản,7.3323E+11,http://bconsps.net,931828241,931828241,"176/1-176/3 Đường Nguyễn Văn Thương, Phường Thạnh Mỹ Tây, Thành phố Hồ Chí Minh",Đỗ Thanh Bình,Công ty Cổ phần Xếp hạng Tín nhiệm Thiên Minh,BB,1/4/2026
105,BPW - Công ty cổ phần cấp thoát nước Bình Phước,BPWACO,Công ty cổ phần,Sản xuất,1.32039E+11,http://bpwaco.com.vn,2713887548,2713887548,"Số 216, Nguyễn Văn Linh, Khu phố Phú Tân, Phường Tân Phú, Tp.Đồng Xoài, tỉnh Bình Phước, Việt Nam",Huỳnh Văn Lâm; Lê Văn Luyện,,,
106,BSEC - Công ty Cổ phần Bông Sen,BONG SEN CORP,Công ty cổ phần,"Thương mại, dịch vụ",4.77707E+12,http://www.bongsencorporation.com,2835218528,2835218523,"117-123 Đồng Khởi, Phường Bến Nghé, Quận 1, TPHCM",Vũ Thị Hồng Hạnh; Đinh Thị Ngọc Thanh,,,
107,BSI - Công ty Cổ phần Chứng khoán BIDV,BSC,Công ty cổ phần,Kinh doanh chứng khoán,2.45366E+12,www.bsc.com.vn,2439352722,2422200669,"Tầng 8, Tầng 9 LBP Tower, số 210 Trần Quang Khải, Phường Hoàn Kiếm, Thành phố Hà Nội",Nguyễn Duy Viễn,Công ty cổ phần Xếp hạng Tín nhiệm Đầu tư Việt Nam (VIS Ratings),A+,17/12/2025
108,BSPC - Công ty Cổ phần BB Sunrise Power,"BBSP.,JSC",Công ty cổ phần,"Thương mại, dịch vụ",5E+11,bbgroup.com.vn,024 37946868,024 37946868,"A203 Tháp The Manor, đường Mễ Trì, phường Mỹ Đình 1, quận Nam Từ Liêm, TP Hà Nội",Trần Huy Hoàng,,,
109,BT2C - Công Ty Cổ Phần Cấp Thoát Nước Bình Thuận,BTWASECO JS.CO,Công ty cổ phần,Sản xuất,79729270000,btwaseco.com.vn,2523828770,2523822457,"137 Lê Hồng Phong, Khu phố 2, P.Phú Trinh, TP.Phan Thiết, T.Bình Thuận, Việt Nam",,,,
110,BTCC - CTCP TÂN HOÀN CẦU BẾN TRE,TAN HOAN CAU BEN TRE JSC,Công ty cổ phần,Sản xuất,2E+12,không có,0989006894 - 0979884615,989006894,"Thửa đất số 202, tờ bản đồ số 10, ấp Thạnh Thới B, Xã Thạnh Hải, Tỉnh Vĩnh Long, Việt Nam",MAI VĂN HUẾ,,,
111,BTIC - CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI BÌNH TÂN,BTI,Công ty cổ phần,Bất động sản,1.4E+12,https://kita-groupvn.com/,(028) 3930 2855,(028) 3930 2856,"Số 13 Đường 2D, KDC Nam Hùng Vương, Phường An Lạc, Tp. Hồ Chí Minh",NGUYỄN THỊ LÊ DINH,,,
112,BVB - NGÂN HÀNG TMCP BẢN VIỆT,NH TMCP BAN VIET,Công ty cổ phần,Tổ chức tín dụng,6.0482E+12,https://www.bvbank.net.vn/,84826279679,84826238668,"Toà nhà HM Town số 412 Nguyễn Thị Minh Khai, Phường 5, Quận 3, TP HCM",NGÔ QUANG TRUNG,,,
113,BVBC - Công ty Cổ phần BVB,BVBC,Công ty cổ phần,Bất động sản,3.5E+11,cpbvb2021@gmail.com,963220508,963220508,"Tòa nhà The Manor Palace, Khu đô thị Manor Eco+, phường Bắc Cường, thành phố Lào Cai, tỉnh Lào Cai",Đặng Mạnh Cường,,,
114,BVCC - Ngân hàng TMCP Bảo Việt,BVB,Công ty cổ phần,Tổ chức tín dụng,3.15E+12,www.baovietbank.vn,024 3928 8989,024 3928 8899,"Tầng 1 và tầng 5, tòa nhà Corner Stone, số 16 đường Phan Chu Trinh, Phường Cửa Nam, Tp. Hà Nội",Lưu Quyết Thắng,,,
115,BVMC - Công ty cổ phần đầu tư bệnh viện Việt Mỹ,"Viet My Hospital.,JSC",Công ty cổ phần,Lĩnh vực khác,3E+11,khong,893614984,0,"số 307 đường Nguyễn Du kéo dài, phường Nông Trang, tỉnh Phú Thọ, Việt Nam",Lê Đức Khanh,,,
116,BVS - Công ty Cổ phần Chứng khoán Bảo Việt,BVSC,Công ty cổ phần,Kinh doanh chứng khoán,7.22339E+11,www.bvsc.com.vn,2439288080,2439289888,"Tòa nhà số 8 Lê Thái Tổ, phường Hoàn Kiếm, thành phố Hà Nội",Nhữ Đình Hòa,,,
117,BWE - CTCP Nước - Môi trường Bình Dương,BIWASE,Công ty cổ phần,Sản xuất,1.9292E+12,http://biwase.com.vn/,2743835679,2743827738,"Số 11 Ngô Văn Trị, P. Phú Lợi, TP. Thủ Dầu Một, tỉnh Bình Dương",Trần Chiến Công,,,
118,BWLC - Công ty cổ phần nước Biwase - Long An,BWE - LONG AN WATER,Công ty cổ phần,Sản xuất,9.66E+11,biwaselongan.vn,2723912829,2723912829,"Ấp 7, xã Thủ Thừa, tỉnh Tây Ninh",Hồ Hiền Phúc,,,
119,C47 - Công ty cổ phần xây dựng 47,CC47,Công ty cổ phần,Xây dựng,1.87221E+11,Xaydung47.vn,2563522166,2563522316,"Số 8 Biên Cương, Tp Quy Nhơn, Bình Định",Dương Minh Quang,,,
120,C4G - Công ty Cổ phần Tập Đoàn CIENCO4,TẬP ĐOÀN CIENCO4,Công ty cổ phần,Xây dựng,1E+12,www.cienco4.vn,2436420371,2436811275,"TẦNG 10-11, TÒA NHÀ ICON4, SỐ 243A ĐƯỜNG ĐÊ LA THÀNH, P LÁNG THƯỢNG, Q ĐỐNG ĐA, HÀ NỘI",NGUYỄN TUẤN HUỲNH,,,
121,CBEC - Công ty TNHH Du lịch Sinh thái Cồn Bắp,ConBap Toureco,Công ty trách nhiệm hữu hạn,"Thương mại, dịch vụ",3.98E+11,conbap.com,2353936179,5103936079,"Cồn Bắp, Phường Cẩm Nam, Thành phố Hội An, Tỉnh Quảng nam",VŨ VĂN THÀNH,,,
122,CBGC - Công ty Cổ Phần Crystal Bay,CBGC,Công ty cổ phần,Lĩnh vực khác,1.15E+12,http://crystalbay.com,2586292979,2586292979,"Ô số 02, Tầng 12A, Tòa nhà VCN Tower, số 02 Tố Hữu, Phường Nam Nha Trang, tỉnh Khánh Hòa, Việt Nam",Nguyễn Đức Chi,,,
123,CBSC - CÔNG TY TNHH MẶT TRỜI CÁT BÀ,"CAT BA SUN CO.,LTD",Công ty trách nhiệm hữu hạn,Lĩnh vực khác,1.15E+12,http://mattroicatba.com.vn/,912306148,0,"Thôn Chấn. xã Đồng Bài, huyện Cát Hải, thành phố Hải Phòng",,,,
124,CBTC - Công ty cổ phần Crystal Bay Việt Nam,CBVN JSC,Công ty cổ phần,Lĩnh vực khác,3.4E+11,https://crystalbay.com/,2586282879,2586282879,"Ô số 3, tầng 12A, Tòa nhà VCN Tower, 02 đường Tố Hữu, Phường Nam Nha Trang, Tỉnh Khánh Hòa, Việt Nam",,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnBB,13/06/2025
125,CC1 - TỔNG CÔNG TY XÂY DỰNG SỐ 1 - CTCP,CC1,Công ty cổ phần,Xây dựng,3.58508E+12,cc1.vn,2838222059,2838222059,"111A Pasteur, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",Lê Bảo Anh,,,
126,CCIC - CTCP ĐẦU TƯ CON CƯNG,CCI,Công ty cổ phần,Lĩnh vực khác,33544550000,concung.com,2862718757,2862718757,"Số 182, đường Cách Mạng Tháng 8, p. Chánh Mỹ, TP. Thủ Dầu Một, Bình Dương",NGUYỄN QUỐC MINH,,,
127,CDC - CÔNG TY CỔ PHẦN CHƯƠNG DƯƠNG,CHUONGDUONG CORP,Công ty cổ phần,Xây dựng,5.27727E+11,chuongduongcorp.vn,(028)38367734,(028)38360582,"328 VÕ VĂN KIỆT, PHƯỜNG CẦU ÔNG LÃNH, TP.HCM",NGUYỄN NGỌC BỀN,,,
128,CDMC - CTCP Đường Man,CTCP Đường Man,Công ty cổ phần,Sản xuất,2.775E+11,www.duongman.com.vn,2223710082,2223710481,"Số 01, đường TS15, KCN Tiên Sơn, Xã Đại Đồng, Tỉnh Bắc Ninh",Trần Minh Thông,,,
129,CENC - Công ty TNHH Đầu tư Central Capital,Central Capital Co.;ltd,Công ty trách nhiệm hữu hạn,Bất động sản,3E+11,https://centralcapital.vn/,2873005884,-,"Tầng 1, Tòa CT1 Khu đô thị Mễ Trì Thượng, Phường Mễ Trì, Quận Nam Từ Liêm, TP Hà Nội, Việt Nam",Trần Thị Dịu Hòa,,,
130,CFCC - CÔNG TY XI MĂNG CHINFON,CFC,Công ty trách nhiệm hữu hạn,Sản xuất,1.31939E+12,www.cfc.vn,2253875480,225 3 875 478,"Số 288, đường Bạch Đằng, phường Bạch Đằng, thành phố Hải Phòng",LO LUNG-TOO; Liu Chang-I,,,
131,CGGC - Công ty Cổ phần Đầu tư Thương mại và Dịch vụ Việt Mỹ A&V,CGG,Công ty cổ phần,Bất động sản,7.5E+11,không có,2422318585,2422318585,"Lô B2, đường Độc Lập, thôn Liên Trì 2, xã Bình Kiến, TP Tuy Hòa, tỉnh Phú Yên, Việt Nam",Đỗ Thanh Hoa,,,
132,CGRC - CTCP CITY GARDEN,CITY GARDEN JSC,Công ty cổ phần,Bất động sản,3.47635E+11,www.citygarden.com.vn,028 35146888,2835146777,SỐ 59 ĐƯỜNG NGÔ TẤT TỐ PHƯỜNG 21 QUẬN BÌNH THẠNH TP HCM,William Towne Baker,,,
133,CGTC - CÔNG TY CỔ PHẦN ĐÔ THỊ DU LỊCH CẦN GIỜ,CTC CORP,Công ty cổ phần,Bất động sản,6.45601E+13,https://cangio.vinhomes.vn/about.html,0243 975 6688,0243 975 6688,"Tầng 20A, Tòa nhà Vincom Center Đồng Khởi, 72 Lê Thánh Tôn, Phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam",NGUYỄN THỤC HIỀN,,,
134,CHAC - Công ty Cổ phần Thương mại Du lịch Đầu tư Cù Lao Chàm,CU LAO CHAM,Công ty cổ phần,Bất động sản,2.7E+12,clc.net.vn,2363890998,2363918304,"36-38 Bạch Đằng, Phường Hải Châu, TP. Đà Nẵng, Việt Nam",Nguyễn Huy Phương; Trần Vĩnh Hiển; Đoàn Khắc Trung,,,
135,CHDC - Công ty Cổ phần Hải Đăng,CÔNG TY CP HẢI ĐĂNG,Công ty cổ phần,Xây dựng,5E+11,http://haidang-corp.com,933962912,0,"Số 20, Đường số 22, Khu phố 2, Phường An Khánh, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,,,
136,CICC - CÔNG TY TNHH XÂY DỰNG HẠ TẦNG CRYSTAL,CÔNG TY TNHH XÂY DỰNG HẠ TẦNG CRYSTAL,Công ty trách nhiệm hữu hạn,Xây dựng,2.8E+12,không có,337709666,0,"CL12-22 Khu đất dịch vụ La Dương - La Nội, Phường Dương Nội, Thành phố Hà Nội, Việt Nam",Phùng Minh Tuyến,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnBB,9/7/2026
137,CII - CTCP Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh,CII,Công ty cổ phần,Xây dựng,6.71985E+12,http://cii.com.vn,2836221025,2836367100,"Tầng 12, 152 Điện Biên Phủ, Phường Thạnh Mỹ Tây, Thành phố Hồ Chí Minh, Việt Nam",Lê Quốc Bình,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnAA-,20/11/2025
138,CIVC - CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN BẤT ĐỘNG SẢN THẾ KỶ,"CENINVESTMENT.,JSC",Công ty cổ phần,Bất động sản,2E+12,ceninvest.vn,2435551990,2435551990,"Số 63 đường Lê Văn Lương, phường Yên Hòa, Thành phố Hà Nội, Việt Nam",Vương Hồng Khanh,,,
139,CKG - CTCP Tập đoàn tư vấn đầu tư xây dựng Kiên Giang,Công ty CP tập đoàn tư vấn đầu tư xây dựng Kiên Giang,Công ty cổ phần,Bất động sản,1.14311E+12,www.cicgroups.com,2973874660,2973866451,"34 Trần Phú, Phường Vĩnh Thanh, TP. Rạch Giá, Kiên Giang",Trần Thọ Thắng,,,
140,CLAC - Công ty TNHH Đầu tư Cam Lâm,"CAM LAM CO.,LTD",Công ty trách nhiệm hữu hạn,Bất động sản,1.5E+11,www.kpf.com.vn,922829999,922829999,"Lô D14C, Khu du lịch Bắc bán đảo Cam Ranh, Xã Cam Hải Đông, Huyện Cam Lâm, Tỉnh Khánh Hòa",Trần Trọng Dũng,,,
141,CLHC - Công ty TNHH Phát triển Bất động sản Cát Liên Hoa,"Cat Lien Hoa Real Estate Development Co.,Ltd",Công ty trách nhiệm hữu hạn,Bất động sản,3.019E+11,không có,938485358,0,"104 Mai Thị Lựu, Phường Sài Gòn, Thành phố Hồ Chí Minh",Cao Ngọc Kiều Trinh; Võ Thị Kim Khoa,,,
142,CLRC - Công ty Cổ phần Đầu tư Công nghệ Smarttech (tên cũ: Công ty cổ phần Thời trang Clothesrack),Công ty Cổ phần Đầu tư Công nghệ Smarttech,Công ty cổ phần,Lĩnh vực khác,1E+11,clothesrack.vn,983512768,983512768,"Lầu 2, Số 68 Nguyễn Huệ, Phường Bến Nghé, Quận 1, TP.HCM",,,,
143,CLWC - CÔNG TY CỔ PHẦN PHONG ĐIỆN CHƠ LONG,PHONG ĐIỆN CHƠ LONG,Công ty cổ phần,Năng lượng,1.32E+12,Không có,2693888137,0,"Số 99B Phạm Văn Đồng, Phường Thống Nhất, Tỉnh Gia Lai, Việt Nam",Nguyễn Thái Hà,,,
144,CMG - Công ty Cổ phần Tập đoàn Công nghệ CMC,CMC CORPORATION,Công ty cổ phần,"Thương mại, dịch vụ",2.11784E+12,www.cmc.com.vn,(84-24) 3795 8668,(84-24) 3795 8989,"CMC Tower, số 11 phố Duy Tân, phường Cầu Giấy, thành phố Hà Nội, Việt Nam",,,,
145,CMHC - CTCP CỔNG MÂY,CLOUD GATE JOINT STOCK COMPANY,Công ty cổ phần,"Thương mại, dịch vụ",1E+11,https://www.cggroup.com.vn/,2422318585,2422318585,"TẦNG F3, TÒA NHÀ 187 NGUYỄN LƯƠNG BẰNG, PHƯỜNG QUANG TRUNG, QUẬN ĐỐNG ĐA, TP HÀ NỘI",Phạm Ngọc Anh; Đỗ Thanh Hoa,,,
146,CMM - CTCP CAMIMEX,CAMIMEX CORP,Công ty cổ phần,Sản xuất,9.79E+11,camimex.com.vn,2903831608,2903580827,"SỐ 333 ĐƯỜNG CAO THẮNG, PHƯỜNG 8, TP CÀ MAU, TỈNH CÀ MAU",Bùi Sĩ Tuấn,,,
147,CMX - CÔNG TY CỔ PHẦN CAMIMEX GROUP,CAMIMEX GROUP,Công ty cổ phần,Lĩnh vực khác,1018989900,camimex.com.vn,2906553399,0,"999 Lý Thường Kiệt, Phường 6, Thành phố Cà Mau, Tỉnh Cà Mau",Bùi Sĩ Tuấn,,,
148,CNCC - CTCP THƯƠNG MẠI - DỊCH VỤ CÔNG NGHỆ CAO,CTCP TM-DV CONG NGHE CAO,Công ty cổ phần,Lĩnh vực khác,4.65949E+11,Chưa có,2838380303,2839246129,"LÔ T2-4, ĐƯỜNG D1, KHU CÔNG NGHỆ CAO, PHƯỜNG TÂN PHÚ, QUẬN 9, THÀNH PHỐ HỒ CHÍ MINH",,,,
149,CNTC - CÔNG TY CỔ PHẦN CÔNG NGHIỆP NĂNG LƯỢNG NINH THUẬN,NANG LUONG NINH THUAN,Công ty cổ phần,Sản xuất,1.2321E+12,0,904621262,0,"TM 18-49, Khu K1, đường Chu Mạnh Trinh, phường Phan Rang, tỉnh Khánh Hoà, Việt Nam",Lê Mạnh Hà; Đặng Hoàng Tùng,,,
150,CPGC - Công ty Cổ phần tập đoàn Casper Việt Nam,Casper Group,Công ty cổ phần,"Thương mại, dịch vụ",1.62028E+11,https://www.casper-electric.com/,024 38342333,024 37843666,"Tầng 7, tòa nhà Leadvisor, 643 Phạm Văn Đồng, Bắc Từ Liêm, Hà Nội, Việt Nam",Nguyễn Viết Chung,,,
151,CPLC - Công ty TNHH CAPITALAND TOWER,CPLC,Công ty trách nhiệm hữu hạn,Bất động sản,2.02E+12,,2838237850,0,"Regus Mê Linh Point Tower, Tầng 6 và 7, Tòa nhà Mê Linh Point Tower, Số 2 Ngô Đức Kế, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",NGÔ NHƯ VƯƠNG,,,
152,CPSC - CÔNG TY TNHH MẶT TRỜI CẨM PHẢ,"CAM PHA SUN CO., LTD",Công ty trách nhiệm hữu hạn,Lĩnh vực khác,5.25E+11,http://onsenquanghanh.vn,2033618111,0,"TỔ 5, KHU 9B, PHƯỜNG QUANG HANH, THÀNH PHỐ CẨM PHẢ, TỈNH QUẢNG NINH",Nguyễn Chí Thành,,,
153,CPTC - Công ty cổ phần Đầu tư và Xây dựng Giao thông Vận Tải,"CTN.,JSC",Công ty cổ phần,Bất động sản,3.42963E+11,www.ctn.com.vn,439437412,439437851,"Tầng 4, Trung tâm thương mại Lion Mall, tòa nhà Tân Hoàng Minh, số 59 Đường Xuân Diệu, Phường Quảng An, Quận Tây Hồ - Thành phố Hà Nội",Đỗ Viết Tập,,,
