STT,Ngày đăng tin,Tên DN,Mã TP,Tiền tệ,Kỳ hạn,Ngày phát hành,Ngày đáo hạn,Kỳ hạn còn lại (ngày),Khối lượng,Mệnh giá,Loại hình trả lãi,Loại lãi suất,Phương thức thanh toán lãi,Mua lại và hoán đổi,Thị trường phát hành,Lãi suất phát hành (%/năm),Tình trạng,Văn bản đính kèm,Code công ty,Loại hình,Ngành
88,2022-05-31 00:00:00,H79C - CTCP Hưng Thịnh Land,H79CH2123002,VNĐ,,19/03/2021,19/09/2023,,4000000,100000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.5,Hiệu lực,,H79C ,Công ty cổ phần,Bất động sản
89,2021-06-11 00:00:00,THMC - CTCP MUA BÁN NỢ THẾ HỆ MỚI,THMCH2124001,VNĐ,,19/03/2021,19/03/2024,,3000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,10.5,Hiệu lực,,THMC ,Công ty cổ phần,Lĩnh vực khác
90,2021-04-05 00:00:00,SVAC - Công ty Cổ phần Tập đoàn Sovico,SVACH2124001,VNĐ,,22/03/2021,22/03/2024,,20000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,10.5,Hiệu lực,,SVAC ,Công ty cổ phần,"Thương mại, dịch vụ"
91,2021-03-25 00:00:00,ACBC - Công ty TNHH Chứng khoán ACB,ACBCL2122002,VNĐ,,22/03/2021,22/03/2022,,130,1000000000,Coupon,Cố định,Một lần khi đến hạn,Mua lại,,7.8,Hiệu lực,,ACBC ,Công ty trách nhiệm hữu hạn,Kinh doanh chứng khoán
92,2021-06-10 00:00:00,NVL - CTCP TẬP ĐOÀN ĐẦU TƯ ĐỊA ỐC NO VA,NVLH2122001,VNĐ,,22/03/2021,22/06/2022,,5000000,100000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,10.5,Hiệu lực,,NVL ,Công ty cổ phần,Bất động sản
93,2021-05-04 00:00:00,VPZC - Công ty Cổ phần Thương mại - Vinh Plaza,VPZCH2124001,VNĐ,,22/03/2021,22/03/2024,,30000,10000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,11.0,Hiệu lực,,VPZC ,Công ty cổ phần,"Thương mại, dịch vụ"
94,2021-06-15 00:00:00,PLRC - Công ty TNHH KD BĐS Phước Long,PLRCH2126001,VNĐ,,24/03/2021,24/03/2026,,6500000,100000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,9.2,Hiệu lực,,PLRC ,Công ty trách nhiệm hữu hạn,Bất động sản
95,2021-09-06 00:00:00,CLRC - Công ty cổ phần Thời trang Clothesrack,CLRCH2124001,VNĐ,,24/03/2021,24/03/2024,,100000,1000000,Coupon,Cố định,Khác,Mua lại,,9.0,Hiệu lực,,CLRC ,Công ty cổ phần,Lĩnh vực khác
96,2021-06-24 00:00:00,PSI - Công ty Cổ phần Chứng khoán Dầu khí,PSIH2122001,VNĐ,,25/03/2021,25/03/2022,,3000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,9.0,Hiệu lực,,PSI ,Công ty cổ phần,Kinh doanh chứng khoán
97,2021-04-06 00:00:00,BHBC - CTCP NĂNG LƯỢNG BẮC HÀ,BHBCH2124001,VNĐ,,25/03/2021,25/03/2024,,1000000,100000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,10.5,Hiệu lực,,BHBC ,Công ty cổ phần,Sản xuất
98,2021-04-02 00:00:00,GTPC - Công ty CP Tập đoàn Tiến Phước,GTPCH2123001,VNĐ,,25/03/2021,25/03/2025,,3000000,100000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,9.5,Hiệu lực,,GTPC ,Công ty cổ phần,Lĩnh vực khác
99,2022-05-13 00:00:00,XDCC - CTCP ĐẦU TƯ XÂY DỰNG XUÂN ĐỈNH,XDCCH2124001,VNĐ,,26/03/2021,26/03/2024,,10000000,100000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,11.0,Hiệu lực,,XDCC ,Công ty cổ phần,Xây dựng
100,2021-04-19 00:00:00,CRE - Công ty cổ phần bất động sản thế kỷ,CREB2124001,VNĐ,,26/03/2021,26/03/2024,,5000000,100000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,11.0,Hiệu lực,,CRE ,Công ty cổ phần,Bất động sản
101,2021-04-01 00:00:00,ACBC - Công ty TNHH Chứng khoán ACB,ACBCL2122003,VNĐ,,30/03/2021,30/03/2022,,300,1000000000,Coupon,Cố định,Một lần khi đến hạn,Mua lại,,7.65,Hiệu lực,,ACBC ,Công ty trách nhiệm hữu hạn,Kinh doanh chứng khoán
102,2021-04-08 00:00:00,IPA - CTCP Tập đoàn Đầu tư I.P.A,IPAH2124001,VNĐ,,30/03/2021,30/03/2024,,3000000,100000,Coupon,Cố định,Khác,Mua lại,,10.5,Hiệu lực,,IPA ,Công ty cổ phần,Lĩnh vực khác
103,2021-04-08 00:00:00,VPB - NH TMCP VIỆT NAM THỊNH VƯỢNG,VPBL2124001,VNĐ,,30/03/2021,30/03/2024,,1000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,3.9,Hiệu lực,,VPB ,Công ty cổ phần,Tổ chức tín dụng
104,2021-05-19 00:00:00,BCM - TỔNG CÔNG TY ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHIỆP - CTCP,BCMH2126001,VNĐ,,30/03/2021,25/03/2026,,2000000,1000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.0,Hiệu lực,,BCM ,Công ty cổ phần,Bất động sản
105,2021-04-12 00:00:00,PLCC - CTCP ĐỊA ỐC PHÚ LONG,PLCCH2124001,VNĐ,,31/03/2021,31/03/2026,,20000,100000000,Coupon,Cố định,Một lần khi đến hạn,Mua lại,,11.0,Hiệu lực,,PLCC ,Công ty cổ phần,Bất động sản
106,2021-04-06 00:00:00,TNHC - CTCP ĐẦU TƯ VÀ QUẢN LÝ KHÁCH SẠN TNH,TNHCH2122002,VNĐ,,31/03/2021,31/03/2022,,700,100000000,Coupon,Cố định,Khác,,,10.0,Hiệu lực,,TNHC ,Công ty cổ phần,"Thương mại, dịch vụ"
107,2021-04-08 00:00:00,HTCC - Công ty cổ phần tập đoàn Hateco,HTCCB2123001,VNĐ,,31/03/2021,31/03/2023,,3100,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,10.1,Hiệu lực,,HTCC ,Công ty cổ phần,Bất động sản
108,2021-06-28 00:00:00,CTAC - CTCP Du lịch và Đầu tư Xây dựng Châu Á,CTACH2123001,VNĐ,,31/03/2021,31/03/2024,,600000,1000000,Coupon,Cố định,Định kỳ - Cuối kỳ,,,12.6,Hiệu lực,,CTAC ,Công ty cổ phần,Bất động sản
109,2021-04-06 00:00:00,TNHC - CTCP ĐẦU TƯ VÀ QUẢN LÝ KHÁCH SẠN TNH,TNHCH2122001,VNĐ,,31/03/2021,31/03/2022,,3300,100000000,Coupon,Cố định,Khác,,,10.0,Hiệu lực,,TNHC ,Công ty cổ phần,"Thương mại, dịch vụ"
110,2021-04-08 00:00:00,DMTC - Công ty CP Nhựa Đồng Nai Miền Trung,DMTCH2124001,VNĐ,,31/03/2021,31/03/2024,,1500,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,11.0,Hiệu lực,,DMTC ,Công ty cổ phần,Sản xuất
111,2021-04-28 00:00:00,H79C - CTCP HƯNG THỊNH LAND,H79CH2122006,VNĐ,,31/03/2021,31/03/2022,,300000,1000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,11.0,Hiệu lực,,H79C ,Công ty cổ phần,Bất động sản
112,2021-05-04 00:00:00,BCLC - Công ty Cổ phần BCG LAND,BCLCH2124001,VNĐ,,31/03/2021,31/03/2026,,25000000,100000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,11.0,Hiệu lực,,BCLC ,Công ty cổ phần,Bất động sản
113,2021-10-01 00:00:00,CLHC - Công ty TNHH Phát triển Bất động sản Cát Liên Hoa,CLHCH2124002,VNĐ,,06/04/2021,06/04/2024,,310000,1000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,11.0,Hiệu lực,,CLHC ,Công ty trách nhiệm hữu hạn,Bất động sản
114,2021-09-30 00:00:00,CLHC - Công ty TNHH Phát triển Bất động sản Cát Liên Hoa,CLHCH2125003,VNĐ,,06/04/2021,06/04/2025,,300000,1000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,11.0,Hiệu lực,,CLHC ,Công ty trách nhiệm hữu hạn,Bất động sản
115,2021-10-01 00:00:00,CLHC - Công ty TNHH Phát triển Bất động sản Cát Liên Hoa,CLHCH2126001,VNĐ,,06/04/2021,06/04/2026,,340000,1000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,11.0,Hiệu lực,,CLHC ,Công ty trách nhiệm hữu hạn,Bất động sản
116,2021-08-06 00:00:00,NEOC - CÔNG TY CỔ PHẦN NEO FLOOR,NEOCH2123001,VNĐ,,08/04/2021,02/04/2024,,250000,1000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,11.5,Hiệu lực,,NEOC ,Công ty cổ phần,Sản xuất
117,2021-10-05 00:00:00,VHAC - Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,VHACH2128004,VNĐ,,08/04/2021,08/04/2028,,50000,10000000,Coupon,Cố định,Một lần khi đến hạn,,,10.0,Hiệu lực,,VHAC ,Công ty cổ phần,Bất động sản
118,2021-09-15 00:00:00,H79C - CTCP HƯNG THỊNH LAND,H79CH2122020,VNĐ,,08/04/2021,08/04/2022,,300000,1000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,11.0,Hiệu lực,,H79C ,Công ty cổ phần,Bất động sản
119,2021-11-18 00:00:00,VHAC - Công ty CP thương mại - quảng cáo - xây dựng - địa ốc Việt Hân,VHACH2128008,VNĐ,,10/04/2021,10/04/2028,,50000,10000000,Coupon,Cố định,Một lần khi đến hạn,,,10.0,Hiệu lực,,VHAC ,Công ty cổ phần,Bất động sản
120,2021-10-06 00:00:00,VIX - Công ty Cổ phần Chứng khoán VIX,VIXH2124002,VNĐ,,10/04/2021,10/04/2024,,2000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,8.0,Hiệu lực,,VIX ,Công ty cổ phần,Kinh doanh chứng khoán
121,2021-10-11 00:00:00,OSGC - Công ty Cổ phần Osaka Garden,OSGCB2123002,VNĐ,,10/04/2021,10/04/2023,,43000000,100000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.32,Hiệu lực,,OSGC ,Công ty cổ phần,Bất động sản
122,2021-10-05 00:00:00,MBB - NGÂN HÀNG TMCP QUÂN ĐỘI,MBBL2128007,VNĐ,,10/04/2021,10/04/2028,,10000,10000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,7.03,Hiệu lực,,MBB ,Công ty cổ phần,Tổ chức tín dụng
123,2022-01-11 00:00:00,BNPC - Công ty Cổ phần Bất động sản BNP Global,BNPCH2123002,VNĐ,,10/04/2021,06/04/2023,,21000000,100000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.5,Hiệu lực,,BNPC ,Công ty cổ phần,Bất động sản
124,2021-10-11 00:00:00,ABB - Ngân hàng TMCP An Bình (ABBANK),ABBL2123012,VNĐ,,10/04/2021,10/04/2023,,500,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,2.8,Hiệu lực,,ABB ,Công ty cổ phần,Tổ chức tín dụng
125,2022-03-29 00:00:00,FLC - Công ty cổ phần tập đoàn FLC,FLCH2124002,VNĐ,,10/04/2021,10/04/2024,,4300000,100000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.5,Hiệu lực,,FLC ,Công ty cổ phần,Bất động sản
126,2021-12-07 00:00:00,SVBC - Công ty cổ phần Sovico,SVBCH2124001,VNĐ,,11/04/2021,11/04/2026,,10000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,10.5,Hiệu lực,,SVBC ,Công ty cổ phần,"Thương mại, dịch vụ"
127,2021-11-05 00:00:00,UNIC - Công ty TNHH Đầu tư Bất động sản Unity,UNICH2124002,VNĐ,,11/04/2021,11/04/2024,,5840,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,12.5,Hiệu lực,,UNIC ,Công ty trách nhiệm hữu hạn,Bất động sản
128,2021-11-10 00:00:00,VIB - Ngân hàng TMCP Quốc tế Việt Nam,VIBL2125018,VNĐ,,11/04/2021,11/04/2025,,500,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,3.8,Hiệu lực,,VIB ,Công ty cổ phần,Tổ chức tín dụng
129,2021-06-28 00:00:00,SBT - Công ty cổ phần Thành Thành công - Biên Hòa,SBTB2124002,VNĐ,,13/04/2021,13/04/2024,,12000000,100000,Coupon,Kết hợp,Khác,Mua lại,,9.5,Hiệu lực,,SBT ,Công ty cổ phần,Sản xuất
130,2021-04-14 00:00:00,VPB - NH TMCP VIỆT NAM THỊNH VƯỢNG,VPBL2123007,VNĐ,,13/04/2021,13/04/2023,,1000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,,,3.9,Hiệu lực,,VPB ,Công ty cổ phần,Tổ chức tín dụng
131,2021-05-04 00:00:00,SPJC - Công ty cổ phần Sài Gòn Phú Minh,SPJCH2126001,VNĐ,,13/04/2021,13/04/2026,,4400,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Hoán đổi; Mua lại,,11.25,Hiệu lực,,SPJC ,Công ty cổ phần,Bất động sản
132,2021-08-24 00:00:00,CLAC - Công ty TNHH Đầu tư Cam Lâm,CLACH2124001,VNĐ,,14/04/2021,14/04/2024,,64099,10000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,12.0,Hiệu lực,,CLAC ,Công ty trách nhiệm hữu hạn,Bất động sản
133,2022-05-16 00:00:00,SHS - Công ty Cổ phần chứng khoán Sài Gòn - Hà Nội,SHSH2123001,VNĐ,,15/04/2021,15/04/2023,,500,1000000000,Coupon,Kết hợp,Khác,Mua lại,,8.3,Hiệu lực,,SHS ,Công ty cổ phần,Kinh doanh chứng khoán
134,2021-04-28 00:00:00,GHIC - Công ty Cổ phần Đầu tư Golden Hill,GHICB2124001,VNĐ,,15/04/2021,15/04/2024,,57600000,100000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,9.7,Hiệu lực,,GHIC ,Công ty cổ phần,Bất động sản
135,2021-04-23 00:00:00,VPI - CTCP Đầu tư Văn Phú - Invest,VPIB2124002,VNĐ,,15/04/2021,15/04/2024,,2000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,10.3,Hiệu lực,,VPI ,Công ty cổ phần,Bất động sản
136,2021-04-26 00:00:00,VAIC - CTCP Đầu tư Voyage,VAICB2125001,VNĐ,,15/04/2021,15/04/2025,,23000000,100000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.5,Hiệu lực,,VAIC ,Công ty cổ phần,Bất động sản
137,2021-05-19 00:00:00,H79C - CTCP HƯNG THỊNH LAND,H79CH2122007,VNĐ,,16/04/2021,16/04/2022,,300,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,10.5,Hiệu lực,,H79C ,Công ty cổ phần,Bất động sản
138,2021-05-26 00:00:00,F88C - Công ty cổ phần kinh doanh F88,F88CH2122004,VNĐ,,16/04/2021,16/04/2022,,500,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,9.0,Hiệu lực,,F88C ,Công ty cổ phần,"Thương mại, dịch vụ"
139,2021-07-20 00:00:00,VDS - Công ty Cổ phần Chứng khoán Rồng Việt,VDSH2122005,VNĐ,,16/04/2021,16/04/2022,,199605,1000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,9.3,Hiệu lực,,VDS ,Công ty cổ phần,Kinh doanh chứng khoán
140,2021-06-10 00:00:00,TGCC - Công ty cổ phần vui chơi giải trí tổng hợp Tam Giang,TGCCH2131001,VNĐ,,19/04/2021,19/04/2031,,273600,10000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.0,Hiệu lực,,TGCC ,Công ty cổ phần,Bất động sản
141,2021-07-23 00:00:00,EVS - Công ty Cổ phần chứng khoán Everest,EVSH2123003,VNĐ,,19/04/2021,19/04/2023,,29968,10000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,10.0,Hiệu lực,,EVS ,Công ty cổ phần,Kinh doanh chứng khoán
142,2021-04-22 00:00:00,ACBC - Công ty TNHH Chứng khoán ACB,ACBCL2122005,VNĐ,,20/04/2021,20/04/2022,,100,1000000000,Coupon,Cố định,Một lần khi đến hạn,Mua lại,,7.6,Hiệu lực,,ACBC ,Công ty trách nhiệm hữu hạn,Kinh doanh chứng khoán
143,2021-07-28 00:00:00,NVL - CTCP TẬP ĐOÀN ĐẦU TƯ ĐỊA ỐC NO VA,NVLH2123003,VNĐ,,20/04/2021,20/04/2023,,2200000,100000,Coupon,Cố định,Định kỳ - Cuối kỳ,,,10.5,Hiệu lực,,NVL ,Công ty cổ phần,Bất động sản
144,2021-06-11 00:00:00,ORS - Công ty Cổ phần Chứng khoán Tiên Phong,ORSH2126001,VNĐ,,20/04/2021,20/04/2026,,10000000,100000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,,,9.2,Hiệu lực,,ORS ,Công ty cổ phần,Kinh doanh chứng khoán
145,2021-04-27 00:00:00,VPB - NH TMCP VIỆT NAM THỊNH VƯỢNG,VPBL2124008,VNĐ,,22/04/2021,22/04/2024,,1000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,,,4.2,Hiệu lực,,VPB ,Công ty cổ phần,Tổ chức tín dụng
146,2022-05-13 00:00:00,XDCC - CTCP ĐẦU TƯ XÂY DỰNG XUÂN ĐỈNH,XDCCH2126003,VNĐ,,22/04/2021,22/04/2026,,12000000,100000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,11.0,Hiệu lực,,XDCC ,Công ty cổ phần,Xây dựng
147,2021-04-28 00:00:00,VIB - Ngân hàng TMCP Quốc tế Việt Nam,VIBL2124001,VNĐ,,22/04/2021,22/04/2024,,1500,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,3.7,Hiệu lực,,VIB ,Công ty cổ phần,Tổ chức tín dụng
148,2021-04-29 00:00:00,ACB - Ngân hàng TMCP Á Châu,ACBH2124001,VNĐ,,22/04/2021,22/04/2024,,1000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,,,4.0,Hiệu lực,,ACB ,Công ty cổ phần,Tổ chức tín dụng
149,2021-09-17 00:00:00,AACC - CTCP XÂY DỰNG KIẾN TRÚC AA,AACCH2125001,VNĐ,,26/04/2021,12/02/2025,,500,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,9.8,Hiệu lực,,AACC ,Công ty cổ phần,Xây dựng
150,2021-04-28 00:00:00,VPB - NH TMCP VIỆT NAM THỊNH VƯỢNG,VPBL2124009,VNĐ,,26/04/2021,26/04/2024,,1000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,,,4.2,Hiệu lực,,VPB ,Công ty cổ phần,Tổ chức tín dụng
151,2021-08-02 00:00:00,NVL - CTCP TẬP ĐOÀN ĐẦU TƯ ĐỊA ỐC NO VA,NVLH2124002,VNĐ,,26/04/2021,03/10/2025,,2500000,100000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,10.5,Hiệu lực,,NVL ,Công ty cổ phần,Bất động sản
152,2021-04-28 00:00:00,VPB - NH TMCP VIỆT NAM THỊNH VƯỢNG,VPBL2124011,VNĐ,,26/04/2021,26/04/2024,,500,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,3.9,Hiệu lực,,VPB ,Công ty cổ phần,Tổ chức tín dụng
153,2021-05-04 00:00:00,MBS - Công ty Cổ phần Chứng khoán MB,MBSH2122001,VNĐ,,26/04/2021,26/10/2022,,320,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,7.5,Hiệu lực,,MBS ,Công ty cổ phần,Kinh doanh chứng khoán
154,2022-06-28 00:00:00,GKCC - CTCP Đầu tư thương mại dịch vụ Gia Khang,GKCCH2124002,VNĐ,,26/04/2021,26/04/2026,,10000000,100000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,11.0,Hiệu lực,,GKCC ,Công ty cổ phần,Bất động sản
155,2021-04-29 00:00:00,ACB - Ngân hàng TMCP Á Châu,ACBH2124002,VNĐ,,26/04/2021,26/04/2024,,2000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,,,4.0,Hiệu lực,,ACB ,Công ty cổ phần,Tổ chức tín dụng
156,2021-05-12 00:00:00,EBCC - CÔNG TY CỔ PHẦN BCG ENERGY,EBCCH2124002,VNĐ,,26/04/2021,26/04/2024,,10000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.0,Hiệu lực,,EBCC ,Công ty cổ phần,Sản xuất
157,2021-04-28 00:00:00,VIB - Ngân hàng TMCP Quốc tế Việt Nam,VIBL2124002,VNĐ,,27/04/2021,27/04/2024,,1500,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,4.0,Hiệu lực,,VIB ,Công ty cổ phần,Tổ chức tín dụng
158,2021-05-11 00:00:00,TNSC - Công ty TNHH Điện mặt trời Trung Nam Thuận Nam,TNSCB2124001,VNĐ,,27/04/2021,27/04/2024,,20000000,100000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,9.5,Hiệu lực,,TNSC ,Công ty trách nhiệm hữu hạn,Sản xuất
159,2021-05-12 00:00:00,GANC - Công ty cổ phần tư vấn Gia Ân,GANCH2124001,VNĐ,,27/04/2021,27/04/2024,,650000,1000000,Không xác định,,Định kỳ - Cuối kỳ,Mua lại,,11.0,Hiệu lực,,GANC ,Công ty cổ phần,Bất động sản
160,2021-05-05 00:00:00,MTDC - Công ty cổ phần đầu tư đường Mặt Trời,MTDCH2123001,VNĐ,,27/04/2021,27/04/2025,,250,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,8.0,Hiệu lực,,MTDC ,Công ty cổ phần,"Thương mại, dịch vụ"
161,2021-04-29 00:00:00,VPB - NH TMCP VIỆT NAM THỊNH VƯỢNG,VPBL2124010,VNĐ,,27/04/2021,27/04/2024,,1000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,3.9,Hiệu lực,,VPB ,Công ty cổ phần,Tổ chức tín dụng
162,2021-05-07 00:00:00,HNA - CTCP Thủy điện Hủa Na,HNAB2123001,VNĐ,,28/04/2021,28/04/2023,,1500000,100000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,9.0,Hiệu lực,,HNA ,Công ty cổ phần,Sản xuất
163,2021-05-07 00:00:00,VND - Công ty Cổ phần Chứng khoán VNDirect,VNDH2123001,VNĐ,,28/04/2021,28/04/2023,,4500000,100000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,7.5,Hiệu lực,,VND ,Công ty cổ phần,Kinh doanh chứng khoán
164,2021-05-04 00:00:00,PDR - CTCP PHÁT TRIỂN BẤT ĐỘNG SẢN PHÁT ĐẠT,PDRH2123002,VNĐ,,28/04/2021,28/04/2023,,1500,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,13.0,Hiệu lực,,PDR ,Công ty cổ phần,Bất động sản
165,2021-04-29 00:00:00,VPB - NH TMCP VIỆT NAM THỊNH VƯỢNG,VPBL2124012,VNĐ,,28/04/2021,28/04/2024,,500,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,3.9,Hiệu lực,,VPB ,Công ty cổ phần,Tổ chức tín dụng
166,2021-06-04 00:00:00,F88C - Công ty cổ phần kinh doanh F88,F88CH2122005,VNĐ,,29/04/2021,29/10/2022,,1500,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,12.5,Hiệu lực,,F88C ,Công ty cổ phần,"Thương mại, dịch vụ"
167,2021-05-24 00:00:00,WDLC - CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN WONDERLAND,WDLCH2126002,VNĐ,,29/04/2021,29/04/2026,,10000000,100000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,11.0,Hiệu lực,,WDLC ,Công ty cổ phần,Lĩnh vực khác
168,2021-05-07 00:00:00,KSB - CTCP KHOÁNG SẢN VÀ XÂY DỰNG BÌNH DƯƠNG,KSBH2124001,VNĐ,,29/04/2021,29/04/2024,,3500,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,11.5,Hiệu lực,,KSB ,Công ty cổ phần,Lĩnh vực khác
169,2021-03-18 00:00:00,SAMC - CTCP SUNSHINE AM,SAMCH2126001,VNĐ,,03/05/2021,03/05/2026,,4000000,100000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,11.0,Hiệu lực,,SAMC ,Công ty cổ phần,Bất động sản
170,2021-05-28 00:00:00,VIX - Công ty Cổ phần Chứng khoán VIX,VIXH2124001,VNĐ,,04/05/2021,04/05/2024,,3000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,10.5,Hiệu lực,,VIX ,Công ty cổ phần,Kinh doanh chứng khoán
171,2021-04-15 00:00:00,ADEC - Công ty Cổ phần ADEC,ADECH2123001,VNĐ,,04/05/2021,04/05/2024,,430,1000000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.5,Hiệu lực,,ADEC ,Công ty cổ phần,Bất động sản
172,2021-04-14 00:00:00,VPB - NH TMCP VIỆT NAM THỊNH VƯỢNG,VPBL2123002,VNĐ,,04/05/2021,04/05/2023,,150,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,,,3.9,Hiệu lực,,VPB ,Công ty cổ phần,Tổ chức tín dụng
173,2021-04-14 00:00:00,VPB - NH TMCP VIỆT NAM THỊNH VƯỢNG,VPBL2124003,VNĐ,,04/05/2021,04/05/2024,,450,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,,,4.2,Hiệu lực,,VPB ,Công ty cổ phần,Tổ chức tín dụng
174,2021-04-26 00:00:00,CBEC - Công ty TNHH Du lịch Sinh thái Cồn Bắp,CBECH2123001,VNĐ,,04/05/2021,04/05/2023,,5000000,100000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,11.0,Hiệu lực,,CBEC ,Công ty trách nhiệm hữu hạn,"Thương mại, dịch vụ"
175,2021-05-07 00:00:00,VPB - NH TMCP VIỆT NAM THỊNH VƯỢNG,VPBL2124013,VNĐ,,05/05/2021,05/05/2024,,300,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,3.9,Hiệu lực,,VPB ,Công ty cổ phần,Tổ chức tín dụng
176,2021-06-15 00:00:00,H79C - CTCP HƯNG THỊNH LAND,H79CH2122008,VNĐ,,05/05/2021,05/05/2022,,500000,1000000,Coupon,Cố định,Định kỳ - Cuối kỳ,,,11.0,Hiệu lực,,H79C ,Công ty cổ phần,Bất động sản
